-15.388,5.39257,0.0626065
-16.4186,1.44023,0.421591
-16.3831,1.43554,0.421621
-16.3625,1.44494,0.420565
-16.3478,1.4302,0.42171
-16.3325,1.41746,0.422673
-16.3127,1.4242,0.421861
-16.2765,1.42338,0.421541
-16.261,1.41091,0.422477
-16.2459,1.39655,0.423585
-16.2268,1.40079,0.423003
-16.2096,1.39634,0.423211
-16.1932,1.38706,0.423856
-16.173,1.39841,0.422631
-16.1555,1.39516,0.42273
-16.1398,1.38218,0.42371
-16.1058,1.37016,0.424407
-16.0877,1.37016,0.424212
-16.0508,1.3753,0.423358
-16.0352,1.35979,0.424565
-16.0023,1.33879,0.426069
-15.9832,1.34615,0.425211
-15.9667,1.33485,0.426035
-15.9312,1.33023,0.426063
-15.9131,1.331,0.4258
-15.8966,1.318,0.426774
-15.8787,1.31695,0.426675
-15.8608,1.31597,0.426569
-15.8263,1.30137,0.427492
-15.8097,1.28575,0.428699
-15.7902,1.30095,0.427143
-15.7554,1.28694,0.428011
-15.7373,1.2875,0.427767
-15.7031,1.26103,0.429746
-15.686,1.24392,0.43108
-15.6669,1.2597,0.429478
-15.6486,1.26263,0.429022
-15.6307,1.25967,0.429092
-15.5954,1.23907,0.430541
-15.5772,1.23933,0.430324
-15.5597,1.21977,0.431871
-15.5229,1.23164,0.430427
-15.5049,1.22325,0.430978
-15.4868,1.21295,0.431698
-15.4686,1.20871,0.431881
-15.4504,1.20355,0.432144
-15.432,1.21141,0.431252
-15.3954,1.20149,0.431743
-15.377,1.18569,0.432947
-15.3584,1.17495,0.433701
-15.3399,1.17127,0.433832
-15.3217,1.17961,0.432899
-15.3031,1.1741,0.433191
-15.2843,1.16169,0.43409
-15.2469,1.15306,0.434459
-15.2274,1.13096,0.43621
-15.1903,1.13676,0.435306
-15.1717,1.13679,0.435106
-15.1528,1.13393,0.43516
-15.1139,1.11156,0.436731
-15.0952,1.11391,0.436326
-15.0758,1.10642,0.436785
-15.0378,1.10262,0.436722
-15.0182,1.09538,0.437157
-14.9982,1.08427,0.43793
-14.9772,1.06533,0.439388
-14.9393,1.06834,0.438723
-14.9212,1.07739,0.437732
-14.9007,1.06575,0.438548
-14.8812,1.0631,0.438578
-14.8602,1.04966,0.439548
-14.8416,1.05509,0.438873
-14.8212,1.04679,0.439394
-14.8028,1.05337,0.438619
-14.7609,1.03229,0.440047
-14.7397,1.02141,0.440789
-14.7196,1.0185,0.440838
-14.7005,1.02158,0.440365
-14.6593,1.01032,0.440932
-14.6385,1.00484,0.441202
-14.6154,0.986708,0.442567
-14.5938,0.977511,0.443156
-14.5747,0.982119,0.442549
-14.5338,0.977902,0.442497
-14.5097,0.958368,0.443976
-14.4891,0.956512,0.443927
-14.4681,0.952803,0.444036
-14.4497,0.961845,0.443046
-14.4265,0.948598,0.443977
-14.4046,0.942269,0.444311
-14.3793,0.921491,0.445888
-14.3574,0.916359,0.446116
-14.3318,0.895838,0.447668
-14.3136,0.906412,0.446543
-14.2925,0.905462,0.446409
-14.269,0.894958,0.447096
-14.2455,0.885539,0.447687
-14.201,0.876674,0.448012
-14.182,0.884895,0.447089
-14.1605,0.883599,0.446981
-14.1383,0.880488,0.447028
-14.1097,0.855467,0.448949
-14.0854,0.845907,0.449544
-14.0636,0.845065,0.449394
-14.0382,0.832884,0.450211
-14.0159,0.831313,0.450121
-13.9704,0.825645,0.450154
-13.9449,0.814916,0.450842
-13.9221,0.812847,0.450792
-13.8939,0.794811,0.452099
-13.8707,0.792045,0.452105
-13.8506,0.798823,0.451299
-13.8249,0.789682,0.451845
-13.7969,0.774096,0.452937
-13.7754,0.777441,0.452421
-13.7505,0.771513,0.452691
-13.7248,0.763843,0.453107
-13.6983,0.75444,0.453668
-13.6731,0.74891,0.4539
-13.6486,0.745375,0.453963
-13.6218,0.736388,0.454484
-13.5964,0.731256,0.454679
-13.5705,0.725334,0.454939
-13.5382,0.703824,0.456513
-13.4904,0.703758,0.455869
-13.4676,0.706673,0.45538
-13.4363,0.689495,0.45658
-13.4028,0.667919,0.458148
-13.3778,0.666673,0.458005
-13.3504,0.660075,0.458309
-13.322,0.651803,0.458753
-13.3005,0.659151,0.457886
-13.2728,0.65298,0.458151
-13.2392,0.634277,0.459464
-13.2117,0.629337,0.459622
-13.1782,0.611919,0.460823
-13.1504,0.607305,0.46095
-13.1243,0.606436,0.460764
-13.0965,0.602117,0.460864
-13.0641,0.589002,0.461696
-13.0298,0.572507,0.462808
-13.0011,0.567803,0.462935
-12.971,0.560589,0.463269
-12.9449,0.561528,0.462923
-12.9146,0.554637,0.463227
-12.8782,0.53644,0.464468
-12.8477,0.529923,0.464737
-12.8142,0.518304,0.465427
-12.7891,0.52267,0.464789
-12.7587,0.517536,0.464937
-12.7215,0.500358,0.466081
-12.6919,0.497342,0.46605
-12.6582,0.487543,0.466578
-12.6205,0.471013,0.467661
-12.589,0.465952,0.467792
-12.5585,0.462796,0.467765
-12.5289,0.461534,0.46758
-12.489,0.443282,0.468793
-12.4556,0.436406,0.469066
-12.4148,0.417781,0.470304
-12.3822,0.413032,0.470397
-12.3552,0.417808,0.469705
-12.3213,0.411723,0.469904
-12.2767,0.388958,0.47147
-12.2367,0.374062,0.472385
-12.1991,0.363616,0.472933
-12.163,0.355914,0.473254
-12.1389,0.36679,0.472052
-12.1208,0.386936,0.470093
-12.1039,0.408805,0.467994
-12.1011,0.451409,0.464204
-12.0891,0.479919,0.461567
-12.0818,0.515018,0.458395
-12.0406,0.500885,0.459234
-12.0049,0.495194,0.459382
-11.968,0.488091,0.459643
-11.9275,0.476341,0.460278
-11.8792,0.454319,0.461743
-11.843,0.449584,0.461802
-11.8108,0.450704,0.461384
-11.7655,0.43436,0.462378
-11.729,0.430312,0.462373
-11.6851,0.416923,0.46312
-11.6368,0.398261,0.464289
-11.5992,0.394177,0.464278
-11.5493,0.374544,0.465517
-11.5071,0.365474,0.4659
-11.4753,0.370004,0.465186
-11.4267,0.353624,0.466151
-11.3797,0.339905,0.466898
-11.3319,0.325727,0.467677
-11.2827,0.310323,0.468551
-11.2313,0.29294,0.469578
-11.1956,0.295096,0.469036
-11.1445,0.279113,0.469942
-11.1016,0.273385,0.470025
-11.0462,0.25351,0.471233
-10.9951,0.239313,0.471982
-10.9477,0.229986,0.472339
-10.8916,0.211215,0.473443
-10.8465,0.205547,0.473499
-10.7987,0.197196,0.473766
-10.7399,0.17729,0.474944
-10.6823,0.159277,0.475966
-10.6304,0.148291,0.476426
-10.5791,0.138393,0.476796
-10.5337,0.135411,0.476613
-10.4752,0.118912,0.477494
-10.424,0.110785,0.477709
-10.3644,0.0943522,0.478574
-10.3052,0.0790563,0.479343
-10.2423,0.0606012,0.480354
-10.1791,0.0425906,0.481324
-10.1228,0.0321221,0.481695
-10.0676,0.0234537,0.48192
-10.0031,0.00602865,0.482825
-9.94324,-0.00603724,0.483304
-9.8732,-0.0274401,0.484506
-9.79999,-0.0511088,0.485877
-9.71637,-0.083909,0.487951
-9.6425,-0.106462,0.489217
-9.58287,-0.114789,0.489369
-9.51721,-0.128149,0.489907
-9.44106,-0.150534,0.491136
-9.36682,-0.170332,0.492157
-9.30041,-0.182207,0.492556
-9.20781,-0.21699,0.494719
-9.13193,-0.235778,0.495636
-9.07297,-0.238798,0.495328
-8.98984,-0.262476,0.496605
-8.90788,-0.284227,0.497723
-8.82788,-0.303415,0.498636
-8.65493,-0.401139,0.505562
-8.31785,-0.635549,0.522932
-8.23723,-0.650155,0.523435
-8.14175,-0.676306,0.524811
-8.05669,-0.692846,0.525442
-7.94661,-0.728981,0.527555
-7.78017,-0.809524,0.533032
-7.68923,-0.827469,0.53373
-7.62066,-0.826711,0.532998
-7.59825,-0.78899,0.52946
-7.58703,-0.742588,0.525266
-7.58713,-0.687643,0.52043
-7.57806,-0.640112,0.516158
-7.47461,-0.664562,0.517308
-7.3708,-0.688223,0.518386
-7.26823,-0.709899,0.519302
-7.15408,-0.739116,0.520769
