-14.3292,13.4145,0.0560677
-10.231,7.61169,0.098647
-10.2194,7.64829,0.0978182
-10.2139,7.69297,0.0969367
-10.2069,7.73517,0.0960779
-10.1978,7.7741,0.0952459
-10.1843,7.80659,0.0944617
-10.1703,7.83829,0.0936857
-10.174,7.89312,0.0927625
-10.1624,7.92716,0.0919798
-10.1491,7.95882,0.0912156
-10.1397,7.99522,0.090425
-10.1287,8.02925,0.0896525
-10.1241,8.0711,0.0888371
-10.113,8.10431,0.0880775
-10.1077,8.14451,0.0872808
-10.0957,8.17613,0.0865375
-10.0934,8.21935,0.0857332
-10.0787,8.24709,0.0850183
-10.0654,8.27639,0.084297
-10.0562,8.3103,0.0835546
-10.0543,8.35257,0.0827732
-10.0468,8.38793,0.0820314
-10.0441,8.42855,0.0812683
-10.0312,8.45705,0.0805678
-10.0323,8.50132,0.0797967
-10.0185,8.52831,0.0791094
-10.0001,8.55011,0.0784473
-9.9946,8.58606,0.0777255
-9.99337,8.62641,0.0769894
-9.98021,8.65343,0.0763126
-9.98558,8.70025,0.0755603
-9.97007,8.72433,0.0749014
-9.95607,8.7499,0.0742381
-9.95256,8.78636,0.0735381
-9.94027,8.8134,0.072875
-9.93649,8.84907,0.0721853
-9.93503,8.88682,0.0714935
-9.92539,8.91597,0.0708328
-10.2188,9.24897,0.069287
-10.2101,9.27608,0.0686769
-9.90959,9.01533,0.0688353
-9.8921,9.03602,0.0682086
-9.88763,9.06932,0.0675521
-9.88914,9.1081,0.0668872
-9.89017,9.1461,0.0662294
-9.82528,9.12156,0.0657012
-9.96089,9.28539,0.0648122
-9.95781,9.31806,0.0641882
-10.1029,9.48674,0.0633542
-10.0949,9.51327,0.0627661
-9.79914,9.27967,0.0625161
-9.83947,9.35149,0.0618439
-9.81604,9.36577,0.0612442
-9.80089,9.38746,0.0606371
-9.82278,9.44141,0.060008
-9.92295,9.56247,0.059352
-9.97474,9.64028,0.0587442
-10.0279,9.71821,0.0581547
-10.0028,9.72926,0.0575899
-10.0024,9.76096,0.057024
-9.99519,9.78685,0.0564611
-9.8822,9.72587,0.0558682
-9.78567,9.67968,0.0552576
-9.75173,9.68508,0.0546618
-9.71824,9.72387,0.0534856
-9.71893,9.75695,0.0529136
-9.87141,9.9078,0.0525071
-9.9142,9.9718,0.0520122
-11.2761,11.0421,0.0532522
-11.2923,11.0753,0.0529067
-11.2856,11.091,0.0525322
-11.2797,11.1072,0.0521602
-11.2779,11.1265,0.0517964
-11.2755,11.1654,0.0510774
-11.2822,11.1904,0.0507377
-11.2768,11.2066,0.050375
-11.2781,11.2274,0.0500289
-11.2523,11.2293,0.0496187
-11.2241,11.2297,0.0491983
-11.2181,11.2455,0.0488339
